Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,First_Interaction
498369,0,0,0,0,14-Nov-04
494140,0,0,0,0,14-Nov-04
495017,0,0,0,0,14-Nov-04
526103,0,0,0,0,14-Nov-04
487258,0,0,0,0,14-Nov-04
520610,0,1,0,1,14-Nov-04
492209,0,0,0,0,14-Nov-04
514124,0,0,0,0,14-Nov-04
499068,0,0,0,0,14-Nov-04
516517,0,0,0,0,14-Nov-04
485736,0,0,0,0,14-Nov-04
517055,0,0,0,0,14-Nov-04
518529,0,0,0,0,14-Nov-04
490623,0,0,0,0,14-Nov-04
511436,0,0,0,0,14-Nov-04
488301,0,0,0,0,14-Nov-04
498156,0,0,0,0,14-Nov-04
523338,0,0,0,0,14-Nov-04
524048,0,0,0,0,14-Nov-04
509166,0,0,0,0,14-Nov-04
527444,0,0,0,0,14-Nov-04
503112,0,0,0,0,14-Nov-04
514249,0,0,0,0,14-Nov-04
499206,0,0,0,0,14-Nov-04
502772,0,0,0,0,14-Nov-04
487824,0,0,0,0,14-Nov-04
510823,0,0,0,0,14-Nov-04
524616,0,0,0,0,14-Nov-04
491017,0,0,0,0,14-Nov-04
504573,1,1,1,1,14-Nov-04
516150,0,0,0,0,14-Nov-04
489047,0,0,0,0,14-Nov-04
501835,0,1,0,1,14-Nov-04
505479,0,0,0,0,14-Nov-04
498206,0,0,0,0,14-Nov-04
489024,0,0,0,0,14-Nov-04
501517,0,0,0,0,14-Nov-04
522582,0,0,0,0,14-Nov-04
493094,0,0,0,0,14-Nov-04
508955,0,0,0,0,14-Nov-04
488537,0,0,0,0,14-Nov-04
500413,0,0,0,0,14-Nov-04
524694,1,0,1,1,14-Nov-04
516050,0,0,0,0,14-Nov-04
487620,0,0,0,0,14-Nov-04
493520,0,0,0,0,14-Nov-04
525888,0,0,0,0,14-Nov-04
492432,1,1,0,1,14-Nov-04
516092,0,0,0,0,14-Nov-04
514769,0,1,0,0,14-Nov-04
507753,0,0,0,0,14-Nov-04
522574,0,0,0,0,14-Nov-04
508428,0,0,0,0,14-Nov-04
494148,0,0,0,0,14-Nov-04
508637,0,0,0,0,14-Nov-04
494427,0,0,0,0,14-Nov-04
511612,0,0,0,0,14-Nov-04
503159,0,0,0,0,14-Nov-04
496331,0,0,0,0,14-Nov-04
518426,0,0,0,0,14-Nov-04
516789,0,0,0,0,14-Nov-04
505936,0,0,0,0,14-Nov-04
505720,0,0,0,0,14-Nov-04
525728,0,0,0,0,14-Nov-04
505787,0,1,0,0,14-Nov-04
523731,0,0,0,0,14-Nov-04
485753,0,0,0,0,14-Nov-04
527106,0,0,0,0,28-Nov-04
510378,0,0,0,0,28-Nov-04
497579,0,0,0,0,28-Nov-04
513220,0,0,0,0,28-Nov-04
508005,0,0,0,0,28-Nov-04
502078,0,0,0,0,28-Nov-04
522538,0,0,0,0,28-Nov-04
491482,0,1,0,0,28-Nov-04
503082,0,0,0,0,28-Nov-04
502184,0,0,0,0,28-Nov-04
522773,0,0,0,0,28-Nov-04
513643,0,0,0,0,28-Nov-04
512869,0,0,0,0,28-Nov-04
527660,0,0,0,0,28-Nov-04
508121,0,0,0,0,28-Nov-04
516172,0,0,0,0,28-Nov-04
504817,0,0,0,0,28-Nov-04
495594,0,0,0,0,28-Nov-04
510135,0,0,0,0,28-Nov-04
525142,0,0,0,0,28-Nov-04
512521,0,0,0,0,28-Nov-04
525909,0,0,0,0,28-Nov-04
520096,0,0,0,0,28-Nov-04
494669,0,0,0,0,28-Nov-04
510642,0,0,0,0,28-Nov-04
514859,0,0,0,0,28-Nov-04
508772,0,0,0,0,28-Nov-04
519457,0,0,0,0,28-Nov-04
499809,0,0,0,0,28-Nov-04
489424,0,0,0,0,28-Nov-04
524215,0,0,0,0,28-Nov-04
516624,0,0,0,0,28-Nov-04
527267,0,0,0,0,28-Nov-04
513444,0,0,0,0,28-Nov-04
511139,0,0,0,0,28-Nov-04
492296,0,0,0,0,28-Nov-04
496044,0,0,0,0,28-Nov-04
497985,0,0,0,0,28-Nov-04
510168,0,0,0,0,28-Nov-04
495150,0,0,0,0,28-Nov-04
500976,0,0,0,0,28-Nov-04
493984,0,0,0,0,28-Nov-04
503886,0,0,0,0,28-Nov-04
491328,0,0,0,0,28-Nov-04
519794,0,0,0,0,28-Nov-04
497384,0,0,0,0,28-Nov-04
513080,0,0,0,0,28-Nov-04
518501,0,0,0,0,28-Nov-04
516067,0,1,0,0,28-Nov-04
511525,0,0,0,0,28-Nov-04
505806,0,0,0,0,28-Nov-04
503104,0,0,0,0,28-Nov-04
506492,0,0,0,0,28-Nov-04
524927,0,0,0,0,28-Nov-04
528245,0,1,0,1,28-Nov-04
524507,0,0,0,0,28-Nov-04
501749,0,0,0,0,30-Nov-04
497623,0,0,0,0,30-Nov-04
527354,0,0,0,0,30-Nov-04
491199,0,0,0,0,30-Nov-04
521439,0,0,0,0,30-Nov-04
518024,0,0,0,0,30-Nov-04
506706,0,0,0,0,30-Nov-04
505374,0,0,0,0,30-Nov-04
506393,0,0,0,0,30-Nov-04
497859,0,0,0,0,30-Nov-04
505628,0,0,0,0,30-Nov-04
504663,0,0,0,0,30-Nov-04
508505,0,0,0,0,30-Nov-04
499615,0,0,0,0,30-Nov-04
514335,0,0,0,0,30-Nov-04
509395,0,0,0,0,30-Nov-04
515284,0,0,0,0,30-Nov-04
518844,0,0,0,0,30-Nov-04
500747,0,0,0,0,30-Nov-04
519855,0,0,0,0,30-Nov-04
499800,0,0,0,0,30-Nov-04
514592,0,0,0,0,30-Nov-04
489936,0,0,0,0,30-Nov-04
522121,0,0,0,0,30-Nov-04
521778,0,0,0,0,30-Nov-04
487556,1,1,0,0,30-Nov-04
507333,0,0,0,0,30-Nov-04
499114,0,0,0,0,30-Nov-04
492290,0,0,0,0,30-Nov-04
498130,0,0,0,0,30-Nov-04
520753,0,0,0,0,30-Nov-04
512384,0,0,0,0,30-Nov-04
491569,0,0,0,0,30-Nov-04
522572,0,0,0,0,30-Nov-04
509121,0,0,0,0,30-Nov-04
515033,0,0,0,0,30-Nov-04
513936,0,1,0,0,30-Nov-04
488355,0,0,0,0,30-Nov-04
510716,0,0,0,0,30-Nov-04
515469,0,0,0,0,30-Nov-04
494699,0,0,0,0,30-Nov-04
523312,0,0,0,0,30-Nov-04
524405,0,0,0,0,30-Nov-04
527030,0,0,0,0,30-Nov-04
504820,0,0,0,0,30-Nov-04
489258,0,0,0,0,30-Nov-04
514635,0,0,0,0,30-Nov-04
501665,0,0,0,0,30-Nov-04
491669,0,0,0,0,30-Nov-04
511054,0,0,0,0,30-Nov-04
525406,0,0,0,0,30-Nov-04
495916,0,0,0,0,30-Nov-04
517610,0,0,0,0,30-Nov-04
492775,0,0,0,0,30-Nov-04
526136,0,0,0,0,30-Nov-04
504521,0,0,0,0,30-Nov-04
508024,0,0,0,0,30-Nov-04
491998,0,0,0,0,30-Nov-04
503110,0,0,0,0,30-Nov-04
492811,0,0,0,0,30-Nov-04
522359,0,0,0,0,30-Nov-04
509678,0,0,0,0,30-Nov-04
517697,0,0,0,0,30-Nov-04
493659,0,0,0,0,30-Nov-04
520005,0,0,0,0,30-Nov-04
519455,0,0,0,0,30-Nov-04
514767,0,0,0,0,30-Nov-04
521263,0,0,0,0,30-Nov-04
502157,0,0,0,0,30-Nov-04
507827,0,0,0,0,30-Nov-04
509882,0,0,0,0,30-Nov-04
513699,0,0,0,0,30-Nov-04
519990,0,0,0,0,30-Nov-04
515865,0,0,0,0,30-Nov-04
491975,0,0,0,0,30-Nov-04
515168,0,0,0,0,30-Nov-04
512463,0,0,0,0,30-Nov-04
506152,0,0,0,0,30-Nov-04
491221,0,0,0,0,30-Nov-04
516268,0,0,0,0,30-Nov-04
515041,0,0,0,0,30-Nov-04
494414,0,0,0,0,30-Nov-04
514949,0,0,0,0,30-Nov-04
516210,0,0,0,0,30-Nov-04
499178,0,0,0,0,30-Nov-04
502569,0,0,0,0,30-Nov-04
513529,0,0,0,0,30-Nov-04
488484,0,0,0,0,30-Nov-04
497431,0,0,0,0,30-Nov-04
515773,0,0,0,0,30-Nov-04
518296,0,0,0,0,30-Nov-04
489761,0,0,0,0,30-Nov-04
489552,0,0,0,0,30-Nov-04
489252,0,0,0,0,30-Nov-04
527730,0,0,0,0,30-Nov-04
487584,0,0,0,0,30-Nov-04
519004,0,0,0,0,30-Nov-04
486565,0,0,0,0,30-Nov-04
526075,0,0,0,0,30-Nov-04
503069,0,0,0,0,30-Nov-04
496823,0,0,0,0,30-Nov-04
489505,0,0,0,0,30-Nov-04
491585,1,1,0,0,30-Nov-04
501031,0,0,0,0,30-Nov-04
528171,0,0,0,0,30-Nov-04
523842,0,0,0,0,30-Nov-04
510558,0,0,0,0,30-Nov-04
494012,0,0,0,0,30-Nov-04
491020,0,0,0,0,30-Nov-04
509527,0,0,0,0,30-Nov-04
505611,0,0,0,0,30-Nov-04
499490,0,0,0,0,30-Nov-04
503029,0,0,0,0,30-Nov-04
512677,0,0,0,0,30-Nov-04
526239,0,0,0,0,30-Nov-04
499853,0,0,0,0,30-Nov-04
527081,0,0,0,0,30-Nov-04
517957,0,0,0,0,30-Nov-04
519575,0,0,0,0,30-Nov-04
491838,0,0,0,0,30-Nov-04
501053,0,0,0,0,30-Nov-04
508239,0,0,0,0,30-Nov-04
522192,0,0,0,0,30-Nov-04
506805,0,0,0,0,30-Nov-04
495489,0,0,0,0,30-Nov-04
512691,0,0,0,0,30-Nov-04
492749,0,0,0,0,30-Nov-04
512092,0,0,0,0,30-Nov-04
518543,0,0,0,0,30-Nov-04
495800,0,0,0,0,30-Nov-04
486905,0,0,0,0,30-Nov-04
505654,0,0,0,0,30-Nov-04
523104,0,0,0,0,30-Nov-04
501017,0,0,0,0,30-Nov-04
487837,0,0,0,0,30-Nov-04
521946,0,0,0,0,30-Nov-04
494613,0,0,0,0,30-Nov-04
505350,0,0,0,0,30-Nov-04
527886,0,0,0,0,30-Nov-04
508277,0,0,0,0,30-Nov-04
494468,0,1,0,0,30-Nov-04
495947,0,0,0,0,30-Nov-04
498557,0,0,0,0,30-Nov-04
508978,0,0,0,0,30-Nov-04
497258,0,0,0,0,30-Nov-04
493981,0,0,0,0,30-Nov-04
486382,0,0,0,0,30-Nov-04
496157,1,1,1,1,30-Nov-04
487336,0,0,0,0,30-Nov-04
518430,0,0,0,0,30-Nov-04
508233,0,0,0,0,30-Nov-04
526552,0,0,0,0,30-Nov-04
499706,0,0,0,0,30-Nov-04
512720,0,0,0,0,30-Nov-04
489304,0,0,0,0,30-Nov-04
503476,0,0,0,0,30-Nov-04
527126,0,0,0,0,30-Nov-04
516725,0,0,0,0,30-Nov-04
504696,0,0,0,0,30-Nov-04
501838,0,0,0,0,30-Nov-04
521898,0,0,0,0,30-Nov-04
497022,0,0,0,0,30-Nov-04
505693,0,0,0,0,30-Nov-04
520856,0,0,0,0,30-Nov-04
495485,0,1,0,1,30-Nov-04
507595,0,0,0,0,30-Nov-04
521423,0,0,0,0,30-Nov-04
498621,0,0,0,0,30-Nov-04
509900,0,0,0,0,30-Nov-04
519367,0,0,0,0,30-Nov-04
511334,0,0,0,0,30-Nov-04
526607,1,0,0,0,30-Nov-04
511061,0,0,0,0,30-Nov-04
521959,0,0,0,0,30-Nov-04
505960,0,0,0,0,30-Nov-04
493442,0,0,0,0,30-Nov-04
487425,0,0,0,0,30-Nov-04
502535,0,0,0,0,30-Nov-04
509728,0,0,0,0,30-Nov-04
504267,0,0,0,0,30-Nov-04
511037,0,0,0,0,30-Nov-04
512995,0,0,0,0,30-Nov-04
487728,0,0,0,0,30-Nov-04
520413,0,0,0,0,04-Dec-04
510036,0,0,0,0,04-Dec-04
510604,0,0,0,0,04-Dec-04
521890,0,0,0,0,04-Dec-04
527862,0,0,0,0,04-Dec-04
498238,0,0,0,0,04-Dec-04
504310,0,0,0,0,04-Dec-04
502491,0,0,0,0,04-Dec-04
497634,0,0,0,0,04-Dec-04
510522,0,0,0,0,04-Dec-04
514034,0,0,0,0,04-Dec-04
498044,0,0,0,0,04-Dec-04
493853,0,0,0,0,04-Dec-04
488028,0,0,0,0,04-Dec-04
511036,0,0,0,0,04-Dec-04
488913,0,0,0,0,04-Dec-04
500208,0,0,0,0,04-Dec-04
492297,0,0,0,0,04-Dec-04
490271,0,0,0,0,04-Dec-04
511868,0,0,0,0,04-Dec-04
514082,0,0,0,0,04-Dec-04
524243,0,0,0,1,04-Dec-04
522981,0,0,0,0,04-Dec-04
519250,0,0,0,0,04-Dec-04
522847,0,0,0,0,04-Dec-04
503846,0,0,0,0,04-Dec-04
505880,0,0,0,0,04-Dec-04
506098,0,0,0,0,04-Dec-04
490264,0,0,0,0,04-Dec-04
486340,0,0,0,0,04-Dec-04
525245,0,0,0,0,04-Dec-04
495470,0,0,0,0,04-Dec-04
508805,0,0,0,0,04-Dec-04
491311,0,0,0,0,04-Dec-04
526990,0,0,0,0,04-Dec-04
498119,0,0,0,0,04-Dec-04
492308,0,0,0,0,04-Dec-04
518019,0,0,0,0,04-Dec-04
512282,0,0,0,0,04-Dec-04
527670,0,0,0,0,04-Dec-04
513420,0,0,0,0,04-Dec-04
503095,0,0,0,0,04-Dec-04
509414,0,0,0,0,04-Dec-04
504543,0,0,0,0,04-Dec-04
528322,0,0,0,0,04-Dec-04
496585,0,0,0,0,04-Dec-04
488002,0,0,0,0,04-Dec-04
525259,0,0,0,0,04-Dec-04
497081,0,0,0,0,04-Dec-04
488770,0,0,0,0,04-Dec-04
519691,0,0,1,0,04-Dec-04
494755,0,0,0,0,04-Dec-04
517650,0,0,0,0,04-Dec-04
515051,0,0,0,0,04-Dec-04
518462,0,0,0,0,04-Dec-04
508768,0,0,0,0,04-Dec-04
501188,0,0,0,0,04-Dec-04
486890,0,0,0,0,04-Dec-04
500142,0,0,0,0,04-Dec-04
522747,0,0,0,0,04-Dec-04
504474,0,0,0,0,04-Dec-04
511734,0,0,0,0,04-Dec-04
505102,0,0,0,0,04-Dec-04
516617,0,0,0,0,04-Dec-04
520932,0,0,0,0,04-Dec-04
507912,0,0,0,0,04-Dec-04
485976,0,0,0,0,04-Dec-04
506113,0,0,0,0,04-Dec-04
528461,0,0,0,0,04-Dec-04
490598,0,0,0,0,04-Dec-04
527528,0,0,0,0,04-Dec-04
515291,0,0,0,0,04-Dec-04
486104,0,1,0,1,04-Dec-04
524139,0,0,0,0,04-Dec-04
527013,0,0,0,0,04-Dec-04
489127,0,0,0,0,04-Dec-04
504294,0,0,0,0,04-Dec-04
512888,0,0,0,0,04-Dec-04
516924,1,1,0,0,04-Dec-04
523126,0,0,0,0,04-Dec-04
522984,0,0,0,0,04-Dec-04
519871,0,0,0,0,04-Dec-04
515450,0,0,0,0,04-Dec-04
523627,0,0,0,0,04-Dec-04
515043,0,1,1,0,04-Dec-04
528265,0,0,0,0,04-Dec-04
486511,0,0,0,0,04-Dec-04
511055,0,0,0,0,04-Dec-04
494243,0,0,0,0,04-Dec-04
520859,0,0,0,0,04-Dec-04
521424,0,0,0,0,06-Dec-04
499648,1,0,0,0,06-Dec-04
515201,0,0,0,0,06-Dec-04
487143,0,0,0,0,06-Dec-04
513093,0,0,0,0,06-Dec-04
504670,0,0,0,0,06-Dec-04
487887,0,0,0,0,06-Dec-04
488808,0,0,0,0,06-Dec-04
521529,0,0,0,0,06-Dec-04
507816,0,0,0,0,06-Dec-04
500634,0,0,0,0,06-Dec-04
526999,0,0,0,0,06-Dec-04
504346,0,0,0,1,06-Dec-04
488776,0,0,0,0,06-Dec-04
489652,0,0,0,0,06-Dec-04
516680,0,0,0,0,06-Dec-04
499404,0,0,0,0,06-Dec-04
527781,0,0,0,0,06-Dec-04
523389,0,0,0,0,06-Dec-04
493654,0,0,0,0,06-Dec-04
497843,0,0,0,0,06-Dec-04
496417,0,0,0,0,06-Dec-04
490914,0,0,0,0,06-Dec-04
519949,0,0,0,0,06-Dec-04
500405,0,0,0,0,06-Dec-04
499314,0,0,0,0,06-Dec-04
492486,0,0,0,0,06-Dec-04
497041,0,0,0,0,06-Dec-04
491389,0,0,0,0,06-Dec-04
520782,0,0,0,0,06-Dec-04
500363,0,0,0,0,06-Dec-04
506658,0,0,0,0,06-Dec-04
524576,0,0,0,0,06-Dec-04
493539,0,0,0,0,06-Dec-04
516030,0,0,0,0,06-Dec-04
515625,0,0,0,0,06-Dec-04
512553,0,0,0,0,06-Dec-04
504748,0,0,0,0,06-Dec-04
516406,0,0,0,0,06-Dec-04
523804,0,0,0,0,06-Dec-04
511308,0,0,0,0,06-Dec-04
493869,0,0,0,0,06-Dec-04
505347,0,0,0,0,06-Dec-04
490057,0,0,0,0,06-Dec-04
524966,0,0,0,0,06-Dec-04
500280,0,0,0,0,06-Dec-04
500904,0,0,0,0,06-Dec-04
527622,0,0,0,0,06-Dec-04
496086,0,0,0,0,06-Dec-04
492495,0,0,0,0,06-Dec-04
497577,0,0,0,0,06-Dec-04
488192,0,0,0,0,06-Dec-04
512975,0,0,0,0,06-Dec-04
516748,0,0,0,0,06-Dec-04
508369,0,0,0,0,06-Dec-04
486294,0,0,0,0,06-Dec-04
490878,0,0,0,1,06-Dec-04
486618,0,0,0,0,06-Dec-04
526196,0,0,0,0,06-Dec-04
514282,0,0,0,0,06-Dec-04
503157,0,0,0,0,06-Dec-04
497058,0,0,0,0,06-Dec-04
517046,0,0,0,0,06-Dec-04
517597,0,0,0,0,06-Dec-04
501537,0,1,0,1,06-Dec-04
495762,0,0,0,0,06-Dec-04
521861,0,0,0,0,06-Dec-04
518640,0,0,0,0,06-Dec-04
486099,0,0,0,0,06-Dec-04
524574,0,0,0,0,06-Dec-04
497771,0,0,0,0,06-Dec-04
505084,0,1,0,0,06-Dec-04
509170,0,0,0,0,06-Dec-04
501936,0,0,0,0,06-Dec-04
513474,0,0,0,0,06-Dec-04
487889,0,0,0,0,06-Dec-04
506122,0,0,0,0,06-Dec-04
503718,0,0,0,0,06-Dec-04
518743,1,1,1,1,06-Dec-04
518241,0,0,0,0,06-Dec-04
506751,0,0,0,0,06-Dec-04
506160,0,0,0,0,06-Dec-04
508335,0,0,0,0,06-Dec-04
488861,0,0,0,0,06-Dec-04
528095,0,0,0,0,06-Dec-04
516082,0,0,0,0,06-Dec-04
505119,0,0,0,0,06-Dec-04
502958,0,0,0,0,06-Dec-04
525225,0,0,0,0,06-Dec-04
498924,0,0,0,0,06-Dec-04
521283,0,0,0,0,06-Dec-04
497538,0,0,0,0,06-Dec-04
509766,0,0,0,0,06-Dec-04
503386,0,0,0,0,06-Dec-04
489112,0,0,0,0,06-Dec-04
489752,0,0,0,0,06-Dec-04
491901,0,0,0,0,06-Dec-04
506329,0,0,0,0,06-Dec-04
511091,0,0,0,0,06-Dec-04
513654,1,1,0,0,06-Dec-04
485924,0,0,0,0,06-Dec-04
519337,0,0,0,0,06-Dec-04
501609,0,0,0,0,06-Dec-04
522450,0,0,0,0,06-Dec-04
498543,0,0,0,0,06-Dec-04
511129,0,0,0,0,06-Dec-04
491291,0,0,0,0,06-Dec-04
516348,0,0,0,0,06-Dec-04
488700,0,0,0,0,06-Dec-04
507109,0,0,0,0,06-Dec-04
515481,0,0,0,0,06-Dec-04
517459,0,0,0,0,06-Dec-04
498068,0,0,0,0,06-Dec-04
518381,1,0,1,0,06-Dec-04
499103,0,0,0,0,06-Dec-04
486490,0,0,0,0,06-Dec-04
491388,0,0,0,0,06-Dec-04
503852,0,0,0,0,06-Dec-04
526297,0,0,0,0,06-Dec-04
518104,0,0,0,0,06-Dec-04
513374,0,0,0,0,06-Dec-04
497796,0,0,0,0,06-Dec-04
517412,0,0,0,0,06-Dec-04
524790,0,0,0,0,06-Dec-04
485876,0,0,0,0,11-Dec-04
506192,0,0,0,0,11-Dec-04
527327,0,0,0,0,11-Dec-04
524171,0,0,0,0,11-Dec-04
500357,0,0,0,0,11-Dec-04
509665,1,1,0,0,11-Dec-04
505067,0,0,0,0,11-Dec-04
513247,0,0,0,0,11-Dec-04
498519,0,0,0,0,11-Dec-04
494381,0,0,0,0,11-Dec-04
507340,0,0,0,0,11-Dec-04
513860,0,0,0,0,11-Dec-04
490078,0,0,0,0,11-Dec-04
496192,0,0,0,0,11-Dec-04
520737,0,0,0,0,11-Dec-04
507581,0,0,0,0,11-Dec-04
487249,0,0,0,0,11-Dec-04
513715,0,0,1,0,11-Dec-04
510632,0,0,0,0,11-Dec-04
526300,0,0,0,0,11-Dec-04
504554,0,0,0,0,11-Dec-04
525532,0,0,0,0,11-Dec-04
517709,0,0,0,0,11-Dec-04
494944,0,0,0,0,11-Dec-04
491382,0,0,0,0,11-Dec-04
507293,0,0,0,0,11-Dec-04
487521,0,0,0,0,11-Dec-04
489909,0,0,0,0,11-Dec-04
505209,0,0,0,0,11-Dec-04
493995,0,0,0,0,11-Dec-04
497445,0,0,0,0,11-Dec-04
490640,0,0,0,0,11-Dec-04
526445,0,0,0,0,11-Dec-04
526635,0,0,0,0,11-Dec-04
526938,0,0,0,0,11-Dec-04
502799,0,0,0,0,11-Dec-04
500633,0,1,0,0,11-Dec-04
522342,0,0,0,0,11-Dec-04
501897,0,0,0,0,11-Dec-04
499722,0,1,0,1,11-Dec-04
523913,0,0,0,0,11-Dec-04
491225,0,0,0,0,11-Dec-04
521864,0,0,0,0,11-Dec-04
486020,0,0,0,0,11-Dec-04
488789,0,0,0,0,11-Dec-04
513701,0,0,0,0,11-Dec-04
498714,0,0,0,0,11-Dec-04
522534,0,0,0,0,11-Dec-04
501624,0,0,0,0,11-Dec-04
524186,0,0,0,0,11-Dec-04
509768,0,0,0,0,11-Dec-04
503661,0,0,0,0,11-Dec-04
526672,0,0,0,0,11-Dec-04
504048,0,0,0,0,11-Dec-04
515441,0,0,0,0,11-Dec-04
512830,0,0,0,0,11-Dec-04
516036,0,0,0,0,11-Dec-04
500455,0,0,0,0,11-Dec-04
486612,0,0,0,0,11-Dec-04
505930,0,0,0,0,11-Dec-04
513149,0,0,0,0,11-Dec-04
512277,0,0,0,0,11-Dec-04
527027,0,0,0,0,11-Dec-04
501915,0,0,0,0,11-Dec-04
487862,0,0,0,0,11-Dec-04
501066,0,0,0,0,11-Dec-04
487755,0,0,0,0,11-Dec-04
524837,0,0,0,0,11-Dec-04
510381,1,1,0,0,11-Dec-04
500327,0,0,0,0,11-Dec-04
524739,0,0,0,0,11-Dec-04
515762,0,0,0,0,11-Dec-04
525863,0,0,0,0,11-Dec-04
521446,0,0,0,0,11-Dec-04
523244,0,0,0,0,11-Dec-04
524884,0,0,0,0,11-Dec-04
488697,0,0,0,0,11-Dec-04
489027,0,0,0,0,11-Dec-04
515694,0,0,0,0,11-Dec-04
486662,1,1,1,1,11-Dec-04
511956,0,0,0,0,11-Dec-04
519488,0,0,0,0,11-Dec-04
493588,0,0,0,0,11-Dec-04
498184,0,0,0,0,11-Dec-04
514365,0,0,0,0,11-Dec-04
495393,0,0,0,0,11-Dec-04
501047,0,0,0,0,11-Dec-04
505430,0,0,0,0,11-Dec-04
521962,0,0,0,0,11-Dec-04
528384,0,0,0,0,11-Dec-04
519577,0,0,0,0,11-Dec-04
496432,0,0,0,0,11-Dec-04
497010,0,0,0,0,11-Dec-04
528565,0,0,0,0,11-Dec-04
512397,0,0,0,0,11-Dec-04
487439,0,0,0,0,11-Dec-04
504053,0,0,0,0,11-Dec-04
510073,0,0,0,0,11-Dec-04
497942,0,0,0,0,11-Dec-04
489602,0,0,0,0,11-Dec-04
488974,0,0,0,0,11-Dec-04
525859,0,0,0,0,11-Dec-04
516939,0,0,0,0,11-Dec-04
526487,0,0,0,0,11-Dec-04
519541,1,1,0,0,11-Dec-04
495838,0,0,0,0,11-Dec-04
498429,0,0,0,0,11-Dec-04
520855,0,0,0,0,11-Dec-04
490862,0,0,0,0,11-Dec-04
505505,0,0,0,0,11-Dec-04
499939,0,0,0,0,11-Dec-04
522678,0,0,0,0,11-Dec-04
503592,0,0,0,0,11-Dec-04
495563,0,0,0,0,11-Dec-04
489873,0,0,0,0,11-Dec-04
526499,0,0,0,0,11-Dec-04
505767,0,0,0,0,11-Dec-04
492001,0,0,0,0,11-Dec-04
506843,0,0,0,0,11-Dec-04
500471,0,0,0,0,11-Dec-04
490941,0,0,0,0,11-Dec-04
489881,0,0,0,0,11-Dec-04
520326,0,0,0,0,11-Dec-04
515430,0,0,0,0,11-Dec-04
520115,0,0,0,0,11-Dec-04
523534,0,0,0,0,11-Dec-04
514106,0,0,0,0,11-Dec-04
487295,0,0,0,0,11-Dec-04
491448,0,0,0,0,11-Dec-04
499053,0,0,0,0,11-Dec-04
507303,0,0,0,0,11-Dec-04
515521,0,0,0,0,11-Dec-04
521670,0,0,0,0,11-Dec-04
488800,0,0,0,0,11-Dec-04
523202,0,0,0,0,11-Dec-04
496749,0,0,0,0,11-Dec-04
496237,0,0,0,0,11-Dec-04
510132,0,0,0,0,11-Dec-04
498474,0,0,0,0,11-Dec-04
519114,0,0,0,0,11-Dec-04
494981,0,0,0,0,11-Dec-04
502651,0,0,0,0,11-Dec-04
523781,0,0,0,0,11-Dec-04
488544,0,0,0,0,11-Dec-04
495056,0,0,0,0,11-Dec-04
493846,0,0,0,1,11-Dec-04
521840,0,0,0,0,11-Dec-04
519888,0,0,0,0,11-Dec-04
522069,0,0,0,0,11-Dec-04
509514,0,0,0,0,11-Dec-04
486800,0,0,0,0,11-Dec-04
491709,0,0,0,0,11-Dec-04
488841,0,0,0,0,11-Dec-04
496549,0,0,0,0,11-Dec-04
516128,0,0,0,0,11-Dec-04
515647,0,0,0,0,11-Dec-04
504019,0,0,0,0,11-Dec-04
500544,0,0,0,0,11-Dec-04
516907,0,0,0,0,11-Dec-04
488361,0,0,0,0,11-Dec-04
498586,0,0,0,0,11-Dec-04
497803,0,0,0,0,11-Dec-04
520335,0,0,0,0,11-Dec-04
508105,0,0,0,0,11-Dec-04
516206,0,0,0,0,11-Dec-04
491266,0,0,0,0,11-Dec-04
495196,0,0,0,0,11-Dec-04
524955,0,0,0,0,11-Dec-04
527899,0,0,0,0,11-Dec-04
496513,0,0,0,0,11-Dec-04
511288,0,0,0,0,11-Dec-04
523692,0,0,0,0,11-Dec-04
509117,0,0,0,0,11-Dec-04
493699,0,0,0,0,11-Dec-04
504745,0,0,0,0,11-Dec-04
507063,0,0,0,0,11-Dec-04
498294,0,0,0,0,11-Dec-04
528430,0,0,0,0,11-Dec-04
500231,0,0,0,0,11-Dec-04
517116,0,0,0,0,11-Dec-04
498533,0,0,0,0,11-Dec-04
508175,0,0,0,0,11-Dec-04
495074,0,0,0,0,11-Dec-04
498913,0,0,0,0,11-Dec-04
499705,0,0,0,0,11-Dec-04
504199,0,0,0,0,17-Dec-04
525584,1,0,0,0,17-Dec-04
517273,0,0,0,0,17-Dec-04
513895,0,0,0,0,17-Dec-04
526628,0,0,0,0,17-Dec-04
528581,0,0,0,1,17-Dec-04
513627,0,0,0,0,17-Dec-04
513883,0,0,0,0,17-Dec-04
501849,0,0,0,0,17-Dec-04
512923,0,0,0,0,17-Dec-04
519039,0,0,0,0,17-Dec-04
508299,0,0,0,0,17-Dec-04
508225,0,0,0,0,17-Dec-04
512838,0,0,0,0,17-Dec-04
488777,0,0,0,0,17-Dec-04
511051,0,0,0,0,17-Dec-04
519723,0,0,0,0,17-Dec-04
497924,0,0,0,0,17-Dec-04
520572,0,0,0,0,17-Dec-04
524859,0,0,0,0,17-Dec-04
523871,0,0,0,0,17-Dec-04
496433,0,0,0,0,17-Dec-04
507825,0,0,0,0,17-Dec-04
492255,0,0,0,0,17-Dec-04
502329,0,0,0,0,17-Dec-04
493269,0,0,0,0,17-Dec-04
512626,0,0,0,0,17-Dec-04
501649,0,0,0,0,17-Dec-04
508222,0,0,0,0,17-Dec-04
